
Project:     span1
Program:     Waypoint ToolBox BETA Version 1.00.2506
Profile:     Extended Geographic (TOW)
Source:      GPS Epochs(Forward)

Datum:       WGS84
Remote:      Antenna height 0.000 m, to L1-PC (Generic)
SD/Covariance Scaling Settings:
  Position: No scaling (1-sigma)
  Velocity: No scaling (1-sigma)
  Increase SD on kinematic float: No

      GPSTime Week         Latitude        Longitude        H-Ell      SDHoriz     SDHeight     VEast    VNorth       VUp Sol       Roll      Pitch    Heading
        (sec) week       (+/-D M S)       (+/-D M S)          (m)          (m)          (m)     (m/s)     (m/s)     (m/s)          (Deg)      (Deg)      (Deg)
 34555.550000 2047   22 18 19.34509  114 11 10.61584        1.445        0.000        0.000     0.006    -0.005    -0.007 3     -1.55550    0.15370   31.30100
 34555.650000 2047   22 18 19.34509  114 11 10.61584        1.444        0.000        0.000     0.001    -0.001     0.006 3     -1.54830    0.15210   31.29950
 34555.750000 2047   22 18 19.34508  114 11 10.61584        1.444        0.000        0.000     0.003    -0.003    -0.007 3     -1.54770    0.15520   31.30150
 34555.850000 2047   22 18 19.34508  114 11 10.61584        1.444        0.000        0.000    -0.003     0.001     0.005 3     -1.54870    0.15470   31.30050
 34555.950000 2047   22 18 19.34508  114 11 10.61584        1.444        0.000        0.000     0.003    -0.005    -0.005 3     -1.55380    0.15630   31.30040
 34556.050000 2047   22 18 19.34507  114 11 10.61584        1.444        0.000        0.000     0.000    -0.002     0.006 3     -1.55030    0.15190   31.30020
 34556.150000 2047   22 18 19.34507  114 11 10.61584        1.444        0.000        0.000     0.005    -0.005    -0.004 3     -1.55180    0.15300   31.30080
 34556.250000 2047   22 18 19.34507  114 11 10.61584        1.443        0.000        0.000    -0.003     0.000     0.007 3     -1.55250    0.15160   31.29990
 34556.350000 2047   22 18 19.34506  114 11 10.61584        1.443        0.000        0.000     0.006    -0.004    -0.003 3     -1.55570    0.15340   31.30020
 34556.450000 2047   22 18 19.34506  114 11 10.61585        1.443        0.000        0.000     0.000     0.001     0.006 3     -1.55140    0.15070   31.29950
 34556.550000 2047   22 18 19.34506  114 11 10.61585        1.443        0.000        0.000     0.006    -0.003    -0.003 3     -1.55250    0.15500   31.30060
 34556.650000 2047   22 18 19.34505  114 11 10.61585        1.443        0.000        0.000    -0.003     0.003     0.007 3     -1.54960    0.15380   31.29920
 34556.750000 2047   22 18 19.34505  114 11 10.61585        1.443        0.000        0.000     0.006    -0.004    -0.001 3     -1.55600    0.15560   31.30050
 34556.850000 2047   22 18 19.34505  114 11 10.61585        1.442        0.000        0.000    -0.003     0.000     0.007 3     -1.55000    0.15440   31.29970
 34556.950000 2047   22 18 19.34504  114 11 10.61585        1.442        0.000        0.000     0.008    -0.006     0.001 3     -1.55330    0.15550   31.30040
 34557.050000 2047   22 18 19.34504  114 11 10.61585        1.442        0.000        0.000    -0.003     0.001     0.005 3     -1.55130    0.15200   31.29950
 34557.150000 2047   22 18 19.34504  114 11 10.61585        1.442        0.000        0.000     0.006    -0.006     0.001 3     -1.55450    0.15330   31.30010
 34557.250000 2047   22 18 19.34503  114 11 10.61585        1.442        0.000        0.000    -0.002     0.002     0.005 3     -1.55380    0.15290   31.29920
 34557.350000 2047   22 18 19.34503  114 11 10.61585        1.442        0.000        0.000     0.007    -0.003     0.001 3     -1.55460    0.15460   31.29980
 34557.450000 2047   22 18 19.34503  114 11 10.61586        1.442        0.000        0.000    -0.004     0.001     0.004 3     -1.55080    0.15410   31.29950
 34557.550000 2047   22 18 19.34502  114 11 10.61586        1.441        0.000        0.000     0.005    -0.005     0.000 3     -1.55390    0.15670   31.29960
 34557.650000 2047   22 18 19.34502  114 11 10.61586        1.441        0.000        0.000    -0.005    -0.003    -0.003 3     -1.55030    0.15770   31.29880
 34557.750000 2047   22 18 19.34502  114 11 10.61586        1.441        0.000        0.000     0.046     0.061    -0.009 3     -1.55970    0.22040   31.29830
 34557.850000 2047   22 18 19.34502  114 11 10.61586        1.441        0.000        0.000     0.083     0.125     0.002 3     -1.54950    0.23440   31.30530
 34557.950000 2047   22 18 19.34502  114 11 10.61586        1.441        0.000        0.000     0.112     0.157     0.002 3     -1.55240    0.23380   31.30500
 34558.050000 2047   22 18 19.34560  114 11 10.61705        1.408        0.000        0.000     0.124     0.197    -0.001 3     -1.56310    0.25290   31.32090
 34558.150000 2047   22 18 19.34629  114 11 10.61756        1.407        0.000        0.000     0.163     0.225     0.010 3     -1.54020    0.24640   31.35570
 34558.250000 2047   22 18 19.34708  114 11 10.61817        1.406        0.000        0.000     0.192     0.249    -0.004 3     -1.51320    0.24060   31.38610
 34558.350000 2047   22 18 19.34797  114 11 10.61886        1.405        0.000        0.000     0.198     0.287     0.003 3     -1.46830    0.24450   31.43250
 34558.450000 2047   22 18 19.34894  114 11 10.61958        1.404        0.000        0.000     0.216     0.306     0.007 3     -1.46400    0.25580   31.49960
 34558.550000 2047   22 18 19.34995  114 11 10.62035        1.403        0.000        0.000     0.227     0.302    -0.004 3     -1.43470    0.24610   31.57980
 34558.650000 2047   22 18 19.35092  114 11 10.62112        1.402        0.000        0.000     0.214     0.286     0.003 3     -1.39710    0.24030   31.66290
 34558.750000 2047   22 18 19.35180  114 11 10.62185        1.401        0.000        0.000     0.198     0.250     0.002 3     -1.33760    0.24670   31.75470
 34558.850000 2047   22 18 19.35254  114 11 10.62248        1.400        0.000        0.000     0.167     0.205    -0.007 3     -1.28320    0.23720   31.82860
 34558.950000 2047   22 18 19.35315  114 11 10.62298        1.399        0.000        0.000     0.121     0.167     0.004 3     -1.25700    0.22460   31.89020
 34559.050000 2047   22 18 19.35363  114 11 10.62335        1.397        0.000        0.000     0.086     0.126     0.003 3     -1.25520    0.22970   31.95450
 34559.150000 2047   22 18 19.35399  114 11 10.62360        1.396        0.000        0.000     0.061     0.084    -0.002 3     -1.26950    0.22110   31.99760
 34559.250000 2047   22 18 19.35425  114 11 10.62377        1.395        0.000        0.000     0.039     0.073     0.002 3     -1.29950    0.22420   32.04080
 34559.350000 2047   22 18 19.35448  114 11 10.62394        1.394        0.000        0.000     0.052     0.067     0.002 3     -1.30550    0.25340   32.09520
 34559.450000 2047   22 18 19.35472  114 11 10.62415        1.393        0.000        0.000     0.066     0.073     0.000 3     -1.28830    0.26210   32.13440
 34559.550000 2047   22 18 19.35498  114 11 10.62436        1.392        0.000        0.000     0.052     0.074     0.003 3     -1.27510    0.23460   32.17170
 34559.650000 2047   22 18 19.35522  114 11 10.62453        1.391        0.000        0.000     0.047     0.071     0.008 3     -1.28150    0.23650   32.21510
 34559.750000 2047   22 18 19.35545  114 11 10.62472        1.390        0.000        0.000     0.060     0.066    -0.008 3     -1.28270    0.25300   32.26450
 34559.850000 2047   22 18 19.35569  114 11 10.62490        1.389        0.000        0.000     0.051     0.075     0.002 3     -1.27810    0.24260   32.30860
 34559.950000 2047   22 18 19.35596  114 11 10.62512        1.388        0.000        0.000     0.069     0.085     0.006 3     -1.28390    0.25800   32.36760
 34560.050000 2047   22 18 19.35628  114 11 10.62538        1.386        0.000        0.000     0.085     0.099    -0.004 3     -1.27350    0.26280   32.43440
 34560.150000 2047   22 18 19.35666  114 11 10.62569        1.385        0.000        0.000     0.098     0.125    -0.002 3     -1.27120    0.27310   32.51850
 34560.250000 2047   22 18 19.35713  114 11 10.62608        1.384        0.000        0.000     0.123     0.158     0.007 3     -1.25710    0.30610   32.64290
 34560.350000 2047   22 18 19.35770  114 11 10.62658        1.383        0.000        0.000     0.157     0.183     0.005 3     -1.23220    0.31410   32.77400
 34560.450000 2047   22 18 19.35835  114 11 10.62717        1.383        0.000        0.000     0.178     0.199     0.000 3     -1.19980    0.31230   32.91350
 34560.550000 2047   22 18 19.35908  114 11 10.62779        1.382        0.000        0.000     0.186     0.228     0.002 3     -1.18340    0.32300   33.10380
 34560.650000 2047   22 18 19.35989  114 11 10.62849        1.381        0.000        0.000     0.206     0.261     0.002 3     -1.16820    0.31720   33.34910
 34560.750000 2047   22 18 19.36077  114 11 10.62929        1.379        0.000        0.000     0.245     0.279    -0.002 3     -1.12570    0.32560   33.60840
 34560.850000 2047   22 18 19.36176  114 11 10.63020        1.378        0.000        0.000     0.276     0.321    -0.003 3     -1.09730    0.34110   33.86310
 34560.950000 2047   22 18 19.36292  114 11 10.63120        1.377        0.000        0.000     0.303     0.372    -0.001 3     -1.09570    0.32950   34.17760
 34561.050000 2047   22 18 19.36423  114 11 10.63235        1.376        0.000        0.000     0.354     0.418    -0.007 3     -1.10200    0.31810   34.54760
 34561.150000 2047   22 18 19.36573  114 11 10.63369        1.374        0.000        0.000     0.418     0.479    -0.013 3     -1.11650    0.29830   34.93970
 34561.250000 2047   22 18 19.36744  114 11 10.63527        1.372        0.000        0.000     0.484     0.554    -0.012 3     -1.10980    0.29060   35.38380
 34561.350000 2047   22 18 19.36939  114 11 10.63711        1.369        0.000        0.000     0.561     0.631    -0.008 3     -1.07410    0.28110   35.91380
 34561.450000 2047   22 18 19.37160  114 11 10.63918        1.368        0.000        0.000     0.626     0.710    -0.007 3     -1.10320    0.29550   36.49290
 34561.550000 2047   22 18 19.37402  114 11 10.64153        1.366        0.000        0.000     0.718     0.774     0.003 3     -1.07480    0.33370   37.11770
 34561.650000 2047   22 18 19.37670  114 11 10.64417        1.366        0.000        0.000     0.803     0.857     0.011 3     -1.05470    0.37940   37.80500
 34561.750000 2047   22 18 19.37966  114 11 10.64715        1.365        0.000        0.000     0.895     0.951    -0.003 3     -1.02830    0.39840   38.53920
 34561.850000 2047   22 18 19.38294  114 11 10.65048        1.363        0.000        0.000     1.000     1.051    -0.015 3     -1.01830    0.38300   39.25790
 34561.950000 2047   22 18 19.38653  114 11 10.65417        1.362        0.000        0.000     1.106     1.131    -0.003 3     -1.01090    0.30320   39.99240
 34562.050000 2047   22 18 19.39028  114 11 10.65826        1.359        0.000        0.000     1.215     1.161    -0.017 3     -0.87670    0.25360   40.74030
 34562.150000 2047   22 18 19.39418  114 11 10.66273        1.358        0.000        0.000     1.330     1.232    -0.013 3     -0.65050    0.21930   41.48310
 34562.250000 2047   22 18 19.39829  114 11 10.66751        1.357        0.000        0.000     1.418     1.293     0.002 3     -0.43910    0.12930   42.19070
 34562.350000 2047   22 18 19.40258  114 11 10.67253        1.357        0.000        0.000     1.452     1.373    -0.012 3     -0.21450    0.08310   42.79030
 34562.450000 2047   22 18 19.40717  114 11 10.67760        1.358        0.000        0.000     1.478     1.455     0.023 3     -0.23490    0.06000   43.31180
 34562.550000 2047   22 18 19.41192  114 11 10.68283        1.361        0.000        0.000     1.532     1.477     0.046 3     -0.24270   -0.01130   43.72120
 34562.650000 2047   22 18 19.41664  114 11 10.68835        1.364        0.000        0.000     1.629     1.443     0.007 3     -0.04020    0.01090   43.94330
 34562.750000 2047   22 18 19.42144  114 11 10.69410        1.363        0.000        0.000     1.636     1.506    -0.037 3      0.24740    0.06550   44.00700
 34562.850000 2047   22 18 19.42644  114 11 10.69986        1.357        0.000        0.000     1.666     1.565    -0.071 3      0.43960    0.24150   44.03560
 34562.950000 2047   22 18 19.43167  114 11 10.70573        1.351        0.000        0.000     1.698     1.641    -0.039 3      0.54730    0.36510   44.04090
 34563.050000 2047   22 18 19.43716  114 11 10.71174        1.350        0.000        0.000     1.735     1.738     0.016 3      0.55250    0.35480   44.06750
 34563.150000 2047   22 18 19.44279  114 11 10.71783        1.350        0.000        0.000     1.763     1.713    -0.021 3      0.56320    0.32380   44.04620
 34563.250000 2047   22 18 19.44836  114 11 10.72406        1.351        0.000        0.000     1.780     1.709     0.029 3      0.69220    0.40140   43.89190
 34563.350000 2047   22 18 19.45385  114 11 10.73032        1.349        0.000        0.000     1.782     1.680    -0.023 3      0.96660    0.60330   43.73930
 34563.450000 2047   22 18 19.45941  114 11 10.73655        1.348        0.000        0.000     1.759     1.728     0.000 3      1.21470    0.71780   43.53060
 34563.550000 2047   22 18 19.46518  114 11 10.74260        1.349        0.000        0.000     1.690     1.814     0.018 3      1.21000    0.70080   43.24070
 34563.650000 2047   22 18 19.47107  114 11 10.74847        1.353        0.000        0.000     1.657     1.797     0.043 3      1.08820    0.57380   42.87950
 34563.750000 2047   22 18 19.47685  114 11 10.75421        1.353        0.000        0.000     1.624     1.748    -0.025 3      1.06530    0.61480   42.49490
 34563.850000 2047   22 18 19.48255  114 11 10.75986        1.353        0.000        0.000     1.605     1.736     0.007 3      1.03870    0.72190   42.11660
 34563.950000 2047   22 18 19.48816  114 11 10.76550        1.354        0.000        0.000     1.612     1.726     0.006 3      1.14810    0.80370   41.67640
 34564.050000 2047   22 18 19.49378  114 11 10.77106        1.354        0.000        0.000     1.563     1.727    -0.007 3      1.25610    0.84980   41.19400
 34564.150000 2047   22 18 19.49948  114 11 10.77642        1.354        0.000        0.000     1.522     1.743     0.005 3      1.27010    0.89240   40.72700
 34564.250000 2047   22 18 19.50520  114 11 10.78168        1.357        0.000        0.000     1.490     1.756     0.066 3      1.29530    0.81390   40.20470
 34564.350000 2047   22 18 19.51092  114 11 10.78683        1.361        0.000        0.000     1.455     1.737     0.017 3      1.29540    0.70950   39.59850
 34564.450000 2047   22 18 19.51663  114 11 10.79181        1.364        0.000        0.000     1.406     1.740     0.019 3      1.32770    0.63080   38.96770
 34564.550000 2047   22 18 19.52227  114 11 10.79670        1.365        0.000        0.000     1.389     1.737    -0.010 3      1.41090    0.61620   38.28660
